chrom	start	end	A_compartment	B_compartment	NA_compartment	IS_lower_bound	IS_average	IS_higher_bound
chr1	370000	380000	24	18	922	-0.0013945474056527006	-0.08350777253508568	0.06263215746730566
chr1	380000	390000	24	18	922	-0.0013945474056527006	-0.08350777253508568	0.06263215746730566
chr1	390000	400000	24	18	922	-0.0013945474056527006	-0.08350777253508568	0.06263215746730566
chr1	400000	410000	64	44	856	0.009607321084735708	-0.04445579741150141	0.050942376255989075
chr1	410000	420000	64	44	856	0.009607321084735708	-0.04445579741150141	0.050942376255989075
chr1	420000	430000	64	44	856	0.009607321084735708	-0.04445579741150141	0.050942376255989075
chr1	430000	440000	64	44	856	0.009607321084735708	-0.04445579741150141	0.050942376255989075
chr1	440000	450000	64	44	856	0.009607321084735708	-0.04445579741150141	0.050942376255989075
chr1	450000	460000	64	44	856	0.009607321084735708	-0.04445579741150141	0.050942376255989075
chr1	460000	470000	64	44	856	0.009607321084735708	-0.04445579741150141	0.050942376255989075
chr1	470000	480000	64	44	856	0.009607321084735708	-0.04445579741150141	0.050942376255989075
chr1	480000	490000	64	44	856	0.009607321084735708	-0.04445579741150141	0.050942376255989075
chr1	490000	500000	64	44	856	0.009607321084735708	-0.04445579741150141	0.050942376255989075
chr1	500000	510000	22	22	920	0.006637497514020652	-0.06713199429214001	0.06628355197608471
chr1	510000	520000	22	22	920	0.006637497514020652	-0.06713199429214001	0.06628355197608471
chr1	520000	530000	22	22	920	0.006637497514020652	-0.06713199429214001	0.06628355197608471
chr1	530000	540000	22	22	920	0.006637497514020652	-0.06713199429214001	0.06628355197608471
chr1	540000	550000	22	22	920	0.006637497514020652	-0.06713199429214001	0.06628355197608471
chr1	550000	560000	22	22	920	0.006637497514020652	-0.06713199429214001	0.06628355197608471
chr1	560000	570000	22	22	920	0.006637497514020652	-0.06713199429214001	0.06628355197608471
chr1	570000	580000	22	22	920	0.006637497514020652	-0.06713199429214001	0.06628355197608471
chr1	580000	590000	22	22	920	0.006637497514020652	-0.06713199429214001	0.06628355197608471
chr1	590000	600000	22	22	920	0.006637497514020652	-0.06713199429214001	0.06628355197608471
chr1	600000	610000	185	262	517	-0.03167433328792972	-0.18662628158926964	0.1125237885862589
chr1	610000	620000	185	262	517	-0.03167433328792972	-0.18662628158926964	0.1125237885862589
chr1	620000	630000	185	262	517	-0.03167433328792972	-0.18662628158926964	0.1125237885862589
chr1	630000	640000	185	262	517	-0.03167433328792972	-0.18662628158926964	0.1125237885862589
chr1	640000	650000	185	262	517	-0.03167433328792972	-0.18662628158926964	0.1125237885862589
chr1	650000	660000	185	262	517	-0.03167433328792972	-0.18662628158926964	0.1125237885862589
chr1	660000	670000	185	262	517	-0.03167433328792972	-0.18662628158926964	0.1125237885862589
chr1	670000	680000	185	262	517	-0.03167433328792972	-0.18662628158926964	0.1125237885862589
chr1	680000	690000	185	262	517	-0.03167433328792972	-0.18662628158926964	0.1125237885862589
chr1	690000	700000	185	262	517	-0.03167433328792972	-0.18662628158926964	0.1125237885862589
chr1	700000	710000	142	21	801	0.32229814733181034	0.06315407902002335	0.5730939507484436
chr1	710000	720000	142	21	801	0.32229814733181034	0.06315407902002335	0.5730939507484436
chr1	720000	730000	142	21	801	0.32229814733181034	0.06315407902002335	0.5730939507484436
chr1	730000	740000	142	21	801	0.32229814733181034	0.06315407902002335	0.5730939507484436
chr1	740000	750000	142	21	801	0.32229814733181034	0.06315407902002335	0.5730939507484436
chr1	750000	760000	142	21	801	0.32229814733181034	0.06315407902002335	0.5730939507484436
chr1	760000	770000	142	21	801	0.32229814733181034	0.06315407902002335	0.5730939507484436
chr1	770000	780000	142	21	801	0.32229814733181034	0.06315407902002335	0.5730939507484436
chr1	780000	790000	142	21	801	0.32229814733181034	0.06315407902002335	0.5730939507484436
chr1	790000	800000	142	21	801	0.32229814733181034	0.06315407902002335	0.5730939507484436
chr1	800000	810000	746	6	212	0.911407671474567	0.6446672677993774	1.165455341339111
chr1	810000	820000	746	6	212	0.911407671474567	0.6446672677993774	1.165455341339111
chr1	820000	830000	746	6	212	0.911407671474567	0.6446672677993774	1.165455341339111
chr1	830000	840000	746	6	212	0.911407671474567	0.6446672677993774	1.165455341339111
chr1	840000	850000	746	6	212	0.911407671474567	0.6446672677993774	1.165455341339111
chr1	850000	860000	746	6	212	0.911407671474567	0.6446672677993774	1.165455341339111
chr1	860000	870000	746	6	212	0.911407671474567	0.6446672677993774	1.165455341339111
chr1	870000	880000	746	6	212	0.911407671474567	0.6446672677993774	1.165455341339111
chr1	880000	890000	746	6	212	0.911407671474567	0.6446672677993774	1.165455341339111
chr1	890000	900000	746	6	212	0.911407671474567	0.6446672677993774	1.165455341339111
chr1	900000	910000	605	15	344	0.9368247348602329	0.7450689226388931	1.1553831696510315
chr1	910000	920000	605	15	344	0.9368247348602329	0.7450689226388931	1.1553831696510315
chr1	920000	930000	605	15	344	0.9368247348602329	0.7450689226388931	1.1553831696510315
chr1	930000	940000	605	15	344	0.9368247348602329	0.7450689226388931	1.1553831696510315
chr1	940000	950000	605	15	344	0.9368247348602329	0.7450689226388931	1.1553831696510315
chr1	950000	960000	605	15	344	0.9368247348602329	0.7450689226388931	1.1553831696510315
chr1	960000	970000	605	15	344	0.9368247348602329	0.7450689226388931	1.1553831696510315
chr1	970000	980000	605	15	344	0.9368247348602329	0.7450689226388931	1.1553831696510315
chr1	980000	990000	605	15	344	0.9368247348602329	0.7450689226388931	1.1553831696510315
